Date,Temperature at 2 meters (c),Precipitation Corrected (mm/day),Specific Humidity at 2 Meters (g/kg),Wind Direction at 2 Meters (Degrees),Wind Speed at 2 Meters (m/s),Root Zone Soil Wetness
11/05/2018,34.23,0.0,6.92,294.6,1.94,0.34
12/05/2018,36.5,0.0,7.58,265.5,1.36,0.34
13/05/2018,35.99,1.89,8.15,333.5,1.47,0.34
14/05/2018,31.84,1.27,8.02,319.7,1.76,0.34
15/05/2018,33.57,0.01,7.74,187.7,1.48,0.34
16/05/2018,33.05,5.45,9.38,314.0,3.0,0.34
17/05/2018,34.43,0.0,7.24,316.5,2.64,0.34
18/05/2018,34.1,0.0,7.75,312.7,2.31,0.34
19/05/2018,34.69,0.02,8.06,292.1,1.86,0.34
20/05/2018,34.94,0.0,5.72,318.9,3.16,0.34
21/05/2018,35.26,0.0,4.99,325.5,3.31,0.33
22/05/2018,36.58,0.0,5.27,330.6,3.05,0.33
23/05/2018,37.22,0.0,5.29,344.5,3.02,0.33
24/05/2018,36.26,0.01,3.26,331.0,3.12,0.33
25/05/2018,36.39,0.0,3.47,318.3,2.51,0.33
26/05/2018,36.82,0.0,3.42,289.4,2.3,0.33
27/05/2018,37.5,0.0,2.83,250.5,1.93,0.33
28/05/2018,37.1,0.02,4.22,302.4,2.16,0.33
29/05/2018,38.13,0.0,4.19,266.6,1.55,0.33
30/05/2018,35.98,0.02,7.07,143.6,3.32,0.33
31/05/2018,37.43,0.0,10.0,194.0,2.14,0.33
01/06/2018,37.59,0.42,8.55,130.2,2.39,0.33
02/06/2018,32.84,13.78,14.43,128.0,2.4,0.35
03/06/2018,34.16,0.0,12.08,114.9,1.96,0.35
04/06/2018,35.37,0.0,13.15,127.0,2.95,0.35
05/06/2018,36.75,1.19,14.39,125.2,2.87,0.35
06/06/2018,33.97,44.9,18.03,107.2,1.71,0.42
07/06/2018,35.17,0.07,16.81,123.2,1.31,0.42
08/06/2018,35.99,0.61,15.0,132.7,2.56,0.41
09/06/2018,34.29,7.82,18.16,101.2,2.6,0.42
10/06/2018,33.32,13.54,18.52,278.1,1.43,0.44
11/06/2018,35.03,0.03,15.85,287.2,3.36,0.43
12/06/2018,36.45,0.0,12.27,287.4,3.28,0.42
13/06/2018,36.27,0.0,12.91,271.3,4.66,0.42
14/06/2018,35.39,3.05,13.34,262.0,4.8,0.41
15/06/2018,34.88,0.06,14.28,251.6,3.46,0.41
16/06/2018,34.25,5.43,16.01,265.1,3.1,0.41
17/06/2018,32.74,4.47,16.61,307.8,2.18,0.42
18/06/2018,32.82,0.04,14.28,309.3,2.83,0.41
19/06/2018,33.35,0.0,14.72,294.4,2.82,0.41
20/06/2018,35.31,0.08,14.91,304.9,1.46,0.4
21/06/2018,35.79,0.0,14.53,307.7,2.09,0.4
22/06/2018,36.71,0.0,12.75,298.9,1.4,0.39
23/06/2018,36.49,0.93,13.0,315.4,2.71,0.39
24/06/2018,35.93,0.01,11.77,306.3,2.75,0.39
25/06/2018,36.57,1.76,12.95,300.5,2.71,0.38
26/06/2018,32.63,10.93,16.66,233.9,3.26,0.4
27/06/2018,32.08,3.54,16.53,35.3,1.59,0.4
28/06/2018,30.77,15.01,19.62,117.1,3.28,0.41
29/06/2018,32.67,4.28,17.59,133.0,3.37,0.42
30/06/2018,32.85,4.9,17.93,179.3,1.55,0.42
01/07/2018,33.62,3.19,18.37,268.4,3.01,0.42
02/07/2018,33.8,13.97,20.23,270.9,3.32,0.43
03/07/2018,32.76,4.24,18.84,269.0,1.94,0.44
04/07/2018,30.86,22.39,19.54,287.1,2.35,0.47
05/07/2018,32.18,1.47,17.65,310.6,2.25,0.47
06/07/2018,32.39,0.0,16.48,295.7,2.23,0.46
07/07/2018,33.11,0.02,15.4,309.1,2.3,0.46
08/07/2018,34.23,0.38,15.32,320.5,1.82,0.45
09/07/2018,35.05,0.78,17.14,144.2,1.34,0.45
10/07/2018,34.35,6.18,19.53,130.1,1.78,0.44
11/07/2018,32.64,13.46,19.52,115.5,1.7,0.46
12/07/2018,33.39,3.27,19.85,136.2,1.28,0.47
13/07/2018,28.9,15.98,20.96,174.2,1.33,0.48
14/07/2018,29.37,16.36,21.08,114.4,1.34,0.5
15/07/2018,29.46,3.99,20.91,122.0,1.84,0.51
16/07/2018,30.11,8.03,21.59,141.4,1.75,0.52
17/07/2018,30.27,30.95,21.31,81.2,1.48,0.56
18/07/2018,31.02,1.88,20.28,20.6,1.56,0.56
19/07/2018,30.73,6.45,21.39,51.4,0.85,0.56
20/07/2018,30.77,10.77,21.42,320.8,0.61,0.56
21/07/2018,30.55,11.17,21.48,199.0,0.83,0.57
22/07/2018,28.48,14.14,21.55,147.7,1.98,0.59
23/07/2018,29.97,8.1,20.95,170.7,0.92,0.59
24/07/2018,30.62,17.23,21.54,217.5,1.14,0.6
25/07/2018,30.3,6.65,22.26,248.4,1.57,0.61
26/07/2018,27.43,22.2,20.87,280.4,1.38,0.63
27/07/2018,28.01,65.47,21.05,324.3,0.37,0.7
28/07/2018,28.7,37.46,21.45,305.8,1.54,0.77
29/07/2018,29.53,3.88,20.87,283.1,1.93,0.77
30/07/2018,29.39,2.61,21.01,295.6,2.16,0.76
31/07/2018,29.95,3.64,20.42,279.0,2.19,0.74
01/08/2018,29.28,1.26,19.62,263.5,1.92,0.73
02/08/2018,29.27,0.41,19.37,279.1,2.46,0.72
03/08/2018,29.08,6.24,18.81,270.4,2.41,0.71
04/08/2018,28.83,10.14,19.4,263.4,1.76,0.71
05/08/2018,28.15,8.09,19.48,208.5,1.63,0.71
06/08/2018,26.51,8.46,18.78,184.3,1.34,0.72
07/08/2018,27.36,11.85,19.26,97.2,1.29,0.73
08/08/2018,28.49,11.22,20.46,129.7,1.85,0.73
09/08/2018,29.6,1.59,20.65,130.6,0.89,0.73
10/08/2018,30.22,2.62,21.0,258.9,1.12,0.72
11/08/2018,30.03,4.12,21.38,279.6,2.07,0.71
12/08/2018,29.74,7.15,20.01,259.7,1.78,0.71
13/08/2018,28.07,9.84,19.75,317.5,1.14,0.71
14/08/2018,29.19,1.27,19.99,314.6,0.97,0.71
15/08/2018,30.12,2.36,20.68,193.0,0.74,0.7
16/08/2018,29.26,0.2,20.75,145.1,0.66,0.69
17/08/2018,29.38,4.2,21.19,128.1,1.24,0.68
18/08/2018,29.73,3.34,21.26,159.5,0.89,0.68
19/08/2018,29.59,5.44,21.0,277.4,1.12,0.68
20/08/2018,29.7,1.46,20.69,143.9,0.76,0.67
21/08/2018,28.78,3.58,21.55,141.7,1.59,0.67
22/08/2018,29.31,6.39,21.25,183.2,1.5,0.67
23/08/2018,28.26,6.92,20.82,229.8,1.51,0.67
24/08/2018,29.33,11.69,20.36,281.3,1.82,0.67
25/08/2018,29.37,1.18,19.49,280.7,2.29,0.67
26/08/2018,29.01,2.79,18.99,297.5,1.42,0.66
27/08/2018,29.78,10.14,19.97,336.6,0.84,0.66
28/08/2018,27.64,15.72,20.19,25.2,0.85,0.68
29/08/2018,28.08,10.46,20.38,202.4,0.87,0.69
30/08/2018,29.15,3.66,19.71,285.9,1.01,0.69
31/08/2018,29.09,0.8,19.14,287.9,1.64,0.68
01/09/2018,27.75,10.49,19.67,125.0,1.18,0.68
02/09/2018,27.26,16.42,19.38,330.3,1.08,0.7
03/09/2018,27.23,28.95,19.1,319.2,0.66,0.72
04/09/2018,27.69,4.91,19.03,294.9,0.8,0.74
05/09/2018,27.93,2.95,19.23,300.4,1.24,0.73
06/09/2018,28.51,4.04,18.51,306.2,1.08,0.72
07/09/2018,27.62,7.4,20.63,128.3,1.01,0.73
08/09/2018,28.42,11.8,19.04,96.3,0.92,0.74
09/09/2018,27.08,1.5,19.87,116.5,2.2,0.73
10/09/2018,27.65,0.43,19.79,143.2,0.86,0.72
11/09/2018,28.24,4.78,19.42,254.7,1.08,0.72
12/09/2018,27.93,7.73,18.61,272.5,2.21,0.72
13/09/2018,27.47,2.66,16.9,269.9,1.81,0.71
14/09/2018,27.1,0.06,16.02,295.9,1.47,0.7
15/09/2018,26.93,0.04,16.09,307.8,1.28,0.69
16/09/2018,25.99,0.01,16.42,317.9,2.02,0.68
17/09/2018,26.5,0.0,16.12,322.7,1.7,0.67
18/09/2018,25.66,0.0,14.81,328.6,1.82,0.66
19/09/2018,25.92,0.0,14.76,330.0,1.65,0.65
20/09/2018,26.38,0.0,15.52,41.1,1.03,0.64
21/09/2018,26.97,1.8,18.66,124.4,1.86,0.63
22/09/2018,24.67,30.87,18.34,82.5,2.52,0.66
23/09/2018,24.99,24.93,18.65,103.7,3.84,0.69
24/09/2018,25.01,42.57,19.05,90.0,3.38,0.74
25/09/2018,24.82,10.12,17.55,305.3,2.36,0.77
26/09/2018,24.79,0.0,16.09,303.2,1.94,0.76
27/09/2018,25.23,0.0,14.54,289.8,1.25,0.74
28/09/2018,26.1,0.0,13.84,301.2,1.01,0.73
29/09/2018,25.46,0.0,13.76,310.1,1.27,0.73
30/09/2018,24.47,0.0,14.21,304.8,1.9,0.72
01/10/2018,25.02,0.0,14.3,311.3,1.47,0.71
02/10/2018,24.94,0.0,13.51,318.0,1.22,0.7
03/10/2018,25.55,0.01,13.41,351.0,0.75,0.69
04/10/2018,24.89,0.0,13.31,7.6,1.01,0.68
05/10/2018,24.02,0.01,12.91,335.7,1.22,0.67
06/10/2018,23.74,0.0,12.84,317.6,1.49,0.66
07/10/2018,23.82,0.0,12.5,329.2,1.3,0.66
08/10/2018,23.95,0.0,12.26,6.2,1.06,0.65
09/10/2018,24.02,0.0,14.28,98.7,1.61,0.64
10/10/2018,24.21,1.38,15.78,113.3,1.94,0.64
11/10/2018,24.42,1.8,15.82,116.2,1.47,0.63
12/10/2018,23.2,0.0,12.75,1.2,0.88,0.63
13/10/2018,22.03,0.0,10.95,327.2,1.51,0.62
14/10/2018,21.59,0.0,9.94,309.8,1.73,0.61
15/10/2018,22.24,0.0,9.92,331.8,1.26,0.61
16/10/2018,22.72,0.0,10.48,94.8,0.99,0.6
17/10/2018,24.07,0.0,10.15,98.0,1.02,0.6
18/10/2018,23.5,0.0,11.72,126.9,1.38,0.59
19/10/2018,22.82,0.0,10.76,14.6,1.03,0.59
20/10/2018,22.24,0.0,9.48,350.6,1.35,0.58
21/10/2018,21.61,0.14,8.82,334.5,1.55,0.57
22/10/2018,21.44,0.0,8.27,321.3,1.69,0.57
23/10/2018,21.1,0.0,8.02,333.2,1.53,0.56
24/10/2018,21.16,0.0,8.17,26.8,1.06,0.56
25/10/2018,21.03,0.0,8.35,14.8,1.32,0.55
26/10/2018,21.17,0.0,8.52,9.7,1.21,0.55
27/10/2018,21.81,0.0,8.88,351.2,1.2,0.54
28/10/2018,21.56,0.0,9.15,342.4,1.44,0.54
29/10/2018,22.02,0.0,9.47,325.9,1.09,0.54
30/10/2018,21.97,0.0,9.49,355.3,0.87,0.53
31/10/2018,22.09,0.0,9.51,15.9,1.04,0.53
01/11/2018,22.34,0.0,9.43,83.1,0.88,0.53
02/11/2018,21.49,0.0,9.58,102.9,1.31,0.52
03/11/2018,20.77,0.55,11.18,121.5,2.48,0.52
04/11/2018,20.31,0.01,10.91,9.6,1.36,0.52
05/11/2018,17.16,0.0,6.29,315.1,1.73,0.52
06/11/2018,17.05,0.0,6.57,312.1,2.59,0.51
07/11/2018,17.34,0.0,4.89,318.7,1.5,0.51
08/11/2018,18.81,0.0,6.99,38.0,1.12,0.51
09/11/2018,18.98,0.0,6.73,5.2,0.75,0.5
10/11/2018,19.24,0.0,6.26,23.5,0.69,0.5
11/11/2018,18.59,0.0,6.78,347.3,1.1,0.5
12/11/2018,20.22,0.0,6.76,327.9,1.12,0.5
13/11/2018,20.77,0.09,8.02,12.6,0.93,0.49
14/11/2018,21.04,2.07,8.61,148.6,1.08,0.49
15/11/2018,18.6,0.03,8.44,339.5,1.61,0.49
16/11/2018,17.26,0.0,6.82,309.4,2.99,0.49
17/11/2018,17.82,0.0,5.9,304.6,2.26,0.49
18/11/2018,19.82,0.0,5.85,73.4,0.68,0.48
19/11/2018,19.17,0.0,7.79,115.8,1.83,0.48
20/11/2018,19.13,0.0,7.42,315.7,1.57,0.48
21/11/2018,18.26,0.0,6.29,306.9,2.16,0.48
22/11/2018,18.28,0.0,5.52,325.3,1.07,0.47
23/11/2018,17.15,0.0,6.14,315.3,2.8,0.47
24/11/2018,17.01,0.0,5.76,307.0,2.98,0.47
25/11/2018,18.09,0.0,5.74,323.5,1.48,0.47
26/11/2018,18.49,0.0,5.89,321.8,1.38,0.46
27/11/2018,17.57,0.0,6.8,78.9,1.04,0.46
28/11/2018,19.33,0.0,7.59,130.5,0.91,0.46
29/11/2018,16.55,0.0,6.84,311.7,1.84,0.46
30/11/2018,16.51,0.0,6.25,311.0,2.06,0.46
01/12/2018,16.8,0.0,5.27,302.5,1.78,0.46
02/12/2018,17.5,0.0,5.31,343.1,0.88,0.45
03/12/2018,15.88,0.0,5.46,323.2,1.59,0.45
04/12/2018,16.0,0.0,5.69,323.6,1.28,0.45
05/12/2018,15.8,0.0,5.57,312.3,1.36,0.45
06/12/2018,15.46,0.0,5.79,324.0,1.25,0.45
07/12/2018,14.22,0.0,5.8,318.9,1.86,0.45
08/12/2018,14.46,0.0,5.31,322.7,1.41,0.45
09/12/2018,15.23,0.0,5.34,324.7,1.23,0.44
10/12/2018,15.35,0.0,5.45,103.2,1.27,0.44
11/12/2018,16.27,0.23,5.7,71.3,0.77,0.44
12/12/2018,13.59,6.04,7.37,81.7,2.05,0.45
13/12/2018,12.61,0.29,6.8,324.0,1.15,0.45
14/12/2018,12.42,0.0,6.18,320.6,1.98,0.45
15/12/2018,12.65,0.0,5.34,319.1,2.33,0.45
16/12/2018,11.81,0.0,4.32,326.7,1.91,0.45
17/12/2018,11.76,0.0,4.01,318.8,1.88,0.44
18/12/2018,11.63,0.0,3.73,309.4,2.2,0.44
19/12/2018,11.7,0.0,3.72,313.8,1.74,0.44
20/12/2018,11.72,0.0,3.48,318.3,1.59,0.44
21/12/2018,10.36,0.0,3.46,311.0,1.93,0.44
22/12/2018,11.01,0.0,3.34,335.3,1.07,0.44
23/12/2018,11.27,0.0,3.61,75.5,1.19,0.44
24/12/2018,10.24,0.0,3.68,317.5,1.79,0.43
25/12/2018,9.6,0.0,3.49,309.5,2.51,0.43
26/12/2018,10.19,0.0,3.38,305.7,1.83,0.43
27/12/2018,10.61,0.0,3.38,315.8,1.4,0.43
28/12/2018,7.96,0.0,3.19,308.7,2.3,0.43
29/12/2018,9.28,0.0,3.09,312.8,2.08,0.43
30/12/2018,11.02,0.0,3.38,329.6,1.21,0.43
31/12/2018,10.5,0.0,3.48,312.3,2.29,0.43
01/01/2019,10.62,0.0,3.66,320.1,1.48,0.43
02/01/2019,12.55,0.0,4.03,36.7,1.1,0.42
03/01/2019,11.3,0.0,4.75,310.4,2.3,0.42
04/01/2019,10.95,0.0,4.54,308.4,1.51,0.42
05/01/2019,12.1,0.01,4.51,106.2,1.48,0.42
06/01/2019,11.87,1.26,5.94,21.3,1.59,0.42
07/01/2019,11.69,0.01,5.89,319.9,1.59,0.42
08/01/2019,12.11,0.0,4.96,299.9,2.4,0.42
09/01/2019,12.11,0.0,4.68,305.3,2.86,0.42
10/01/2019,12.16,0.0,3.94,307.1,1.67,0.42
11/01/2019,12.79,0.0,4.22,50.5,0.98,0.42
12/01/2019,13.67,0.0,5.15,37.1,1.06,0.42
13/01/2019,13.24,0.06,5.72,0.9,2.08,0.42
14/01/2019,11.17,0.0,3.63,313.3,3.76,0.41
15/01/2019,10.38,0.0,2.62,302.7,2.67,0.41
16/01/2019,13.74,0.0,2.67,296.7,0.74,0.41
17/01/2019,11.82,0.0,3.29,319.4,1.71,0.41
18/01/2019,12.18,0.0,4.16,314.4,1.76,0.41
19/01/2019,13.81,0.0,4.07,309.8,1.63,0.41
20/01/2019,16.68,0.0,4.84,98.2,0.93,0.41
21/01/2019,15.38,3.62,5.9,115.4,3.25,0.4
22/01/2019,12.97,30.27,7.56,118.4,2.68,0.45
23/01/2019,12.76,0.98,6.14,330.5,1.43,0.47
24/01/2019,12.37,0.0,4.96,338.4,1.63,0.46
25/01/2019,10.37,1.87,4.83,356.3,1.45,0.46
26/01/2019,9.3,0.02,4.06,320.7,1.92,0.46
27/01/2019,9.47,0.06,3.83,310.8,2.42,0.46
28/01/2019,9.16,0.0,3.34,311.3,2.58,0.46
29/01/2019,9.75,0.0,3.15,305.8,2.3,0.45
30/01/2019,10.07,0.0,3.7,320.9,1.44,0.45
31/01/2019,12.35,0.09,4.27,133.4,2.05,0.45
01/02/2019,12.12,0.05,4.92,186.8,1.6,0.45
02/02/2019,11.68,0.0,4.94,306.3,1.59,0.45
03/02/2019,12.51,0.0,4.93,301.6,1.54,0.44
04/02/2019,13.7,0.0,4.77,310.6,1.25,0.44
05/02/2019,16.35,0.0,5.38,97.7,1.06,0.44
06/02/2019,16.64,1.22,7.32,143.6,2.43,0.44
07/02/2019,15.9,11.04,8.82,145.8,3.19,0.45
08/02/2019,12.22,0.56,4.95,334.1,2.05,0.46
09/02/2019,11.19,0.01,4.4,308.5,2.4,0.45
10/02/2019,12.32,0.0,4.38,316.1,1.67,0.45
11/02/2019,13.24,0.0,4.45,311.3,1.32,0.45
12/02/2019,14.12,0.0,4.94,345.4,0.9,0.45
13/02/2019,15.87,0.0,5.24,103.4,0.73,0.45
14/02/2019,16.19,2.34,6.75,117.6,2.86,0.45
15/02/2019,14.3,4.71,8.69,120.1,1.23,0.45
16/02/2019,14.78,0.05,7.54,339.2,1.04,0.45
17/02/2019,14.31,0.0,5.87,309.6,2.22,0.45
18/02/2019,16.16,1.34,5.47,144.8,1.29,0.45
19/02/2019,16.86,0.15,6.36,21.4,1.27,0.45
20/02/2019,17.53,2.65,7.36,103.6,2.94,0.45
21/02/2019,19.4,0.73,8.0,129.0,2.53,0.45
22/02/2019,17.47,0.15,7.51,316.4,2.86,0.44
23/02/2019,13.84,0.0,5.32,309.3,2.87,0.44
24/02/2019,15.41,0.0,4.7,300.3,1.84,0.44
25/02/2019,15.62,0.0,4.49,90.7,1.15,0.44
26/02/2019,14.67,0.91,4.46,163.4,1.88,0.43
27/02/2019,12.61,5.27,5.69,5.8,1.9,0.44
28/02/2019,13.07,0.0,4.68,326.7,1.81,0.44
01/03/2019,14.51,0.0,4.63,328.4,1.87,0.44
02/03/2019,15.72,5.02,6.07,102.5,1.65,0.44
03/03/2019,17.08,0.31,7.53,110.7,1.76,0.44
04/03/2019,16.66,1.2,7.62,305.4,1.68,0.44
05/03/2019,16.22,0.0,6.05,306.3,1.96,0.44
06/03/2019,16.31,0.0,5.57,307.5,2.08,0.43
07/03/2019,17.47,0.0,5.32,322.7,1.62,0.43
08/03/2019,17.23,0.01,5.99,6.3,2.07,0.43
09/03/2019,17.73,0.0,6.08,315.9,2.37,0.43
10/03/2019,18.54,0.0,5.89,291.6,1.47,0.42
11/03/2019,19.43,1.25,6.53,132.9,2.67,0.42
12/03/2019,18.71,0.0,6.64,324.0,1.74,0.42
13/03/2019,17.55,0.0,5.68,328.8,1.11,0.42
14/03/2019,18.22,2.12,6.27,329.6,1.98,0.42
15/03/2019,17.94,0.0,6.6,327.9,2.06,0.42
16/03/2019,19.14,0.01,6.08,310.5,1.84,0.41
17/03/2019,20.0,0.0,5.68,294.7,1.48,0.41
18/03/2019,20.53,0.0,6.39,306.1,1.3,0.41
19/03/2019,21.73,0.0,6.45,324.7,1.97,0.4
20/03/2019,23.06,0.24,6.38,144.6,2.22,0.4
21/03/2019,22.34,0.05,6.72,325.8,1.47,0.4
22/03/2019,21.57,0.0,5.24,320.0,3.05,0.4
23/03/2019,21.76,0.0,5.99,323.2,3.75,0.39
24/03/2019,23.39,0.0,7.5,327.6,3.26,0.39
25/03/2019,22.28,0.33,7.47,314.1,2.18,0.39
26/03/2019,22.67,0.0,5.94,308.8,2.7,0.39
27/03/2019,23.31,0.0,5.86,305.9,2.22,0.38
28/03/2019,25.52,0.0,7.13,316.5,1.88,0.38
29/03/2019,27.43,0.0,8.44,330.3,1.69,0.38
30/03/2019,28.28,0.0,8.0,14.7,1.24,0.37
31/03/2019,26.22,0.0,4.83,314.1,3.11,0.37
01/04/2019,24.92,0.0,4.89,314.2,2.87,0.37
02/04/2019,26.22,0.0,5.07,327.7,1.55,0.37
03/04/2019,27.46,0.0,5.84,314.8,2.05,0.36
04/04/2019,29.25,0.0,7.28,347.1,1.55,0.36
05/04/2019,30.18,0.0,8.37,0.4,1.43,0.36
06/04/2019,30.85,0.0,8.65,322.2,1.44,0.35
07/04/2019,30.43,0.01,8.32,108.8,1.02,0.35
08/04/2019,28.79,1.62,7.85,127.2,1.4,0.35
09/04/2019,28.81,0.95,7.13,358.5,1.4,0.35
10/04/2019,30.55,0.0,7.85,345.3,1.82,0.35
11/04/2019,30.66,0.0,7.74,333.9,2.27,0.35
12/04/2019,30.57,0.0,7.76,323.3,2.52,0.34
13/04/2019,30.54,0.05,8.66,331.6,2.9,0.34
14/04/2019,31.25,0.0,8.61,321.5,3.22,0.34
15/04/2019,32.01,0.01,8.32,312.2,3.32,0.34
16/04/2019,27.45,0.38,10.44,212.9,3.0,0.34
17/04/2019,22.97,8.88,11.6,153.3,2.01,0.35
18/04/2019,24.12,0.73,9.86,349.6,1.23,0.36
19/04/2019,25.85,0.0,8.15,299.4,1.77,0.35
20/04/2019,27.24,0.0,8.05,295.8,1.79,0.35
21/04/2019,29.62,0.0,7.98,315.2,2.5,0.35
22/04/2019,31.25,0.0,8.51,320.8,2.26,0.35
23/04/2019,32.98,0.0,8.91,332.3,2.16,0.34
24/04/2019,33.4,0.0,8.3,60.7,1.64,0.34
25/04/2019,33.9,0.0,8.07,349.9,1.52,0.34
26/04/2019,32.88,0.25,8.04,324.4,3.33,0.34
27/04/2019,33.27,0.0,6.63,325.6,4.66,0.34
28/04/2019,32.94,0.0,5.81,324.7,4.29,0.34
29/04/2019,33.42,0.0,4.91,323.6,2.53,0.34
30/04/2019,34.08,0.0,4.65,172.4,2.29,0.33
01/05/2019,33.7,0.02,5.53,255.9,2.07,0.33
02/05/2019,33.64,0.5,6.41,104.3,1.92,0.33
03/05/2019,31.96,0.97,6.16,347.7,1.95,0.34
04/05/2019,31.29,0.44,4.74,321.5,3.01,0.34
05/05/2019,32.08,0.0,4.31,318.8,2.87,0.33
06/05/2019,33.17,0.0,3.92,321.7,2.55,0.33
07/05/2019,33.86,0.0,3.67,294.4,2.12,0.33
08/05/2019,34.85,0.0,4.36,306.8,2.45,0.33
09/05/2019,35.06,0.0,5.63,293.1,3.29,0.33
10/05/2019,35.42,0.03,7.72,280.7,3.61,0.33
11/05/2019,32.79,0.44,9.22,298.3,3.19,0.33
12/05/2019,32.95,0.0,8.25,299.8,2.63,0.33
13/05/2019,34.08,0.36,8.09,287.3,1.65,0.33
14/05/2019,31.4,4.98,10.53,317.4,2.45,0.34
15/05/2019,32.94,0.0,9.34,230.0,1.15,0.34
16/05/2019,32.61,1.47,9.82,241.8,2.3,0.34
17/05/2019,30.98,6.28,11.48,272.1,2.35,0.34
18/05/2019,29.03,4.04,12.14,289.5,2.22,0.35
19/05/2019,31.23,0.0,9.69,288.8,3.22,0.35
20/05/2019,32.87,0.0,8.56,301.1,3.13,0.34
21/05/2019,32.8,0.01,7.96,273.2,3.7,0.34
22/05/2019,33.97,0.0,8.61,279.3,2.66,0.34
23/05/2019,32.96,2.3,10.74,317.9,1.43,0.34
24/05/2019,32.29,0.77,11.97,317.0,2.63,0.34
25/05/2019,31.78,0.02,9.7,299.8,4.3,0.34
26/05/2019,32.9,0.0,7.63,293.6,3.13,0.34
27/05/2019,34.29,0.0,6.25,302.1,3.41,0.34
28/05/2019,34.87,0.0,4.89,305.2,3.31,0.34
29/05/2019,36.72,0.0,6.32,296.3,3.35,0.33
30/05/2019,37.76,0.0,5.86,293.9,2.58,0.33
31/05/2019,38.26,0.0,5.36,296.0,3.11,0.33
01/06/2019,38.87,0.0,6.3,276.3,1.97,0.33
02/06/2019,38.99,0.01,6.27,170.7,2.31,0.33
03/06/2019,38.21,0.08,5.99,155.0,2.25,0.33
04/06/2019,37.36,0.35,8.57,119.7,2.32,0.33
05/06/2019,39.0,0.0,7.09,124.9,1.78,0.33
06/06/2019,39.38,0.0,6.15,253.1,2.39,0.33
07/06/2019,36.96,0.26,5.79,282.7,1.71,0.33
08/06/2019,37.84,0.0,5.89,294.8,2.16,0.33
09/06/2019,38.82,0.0,6.26,305.6,2.73,0.33
10/06/2019,39.35,0.0,5.59,304.2,2.12,0.33
11/06/2019,39.89,0.0,6.7,263.3,2.81,0.33
12/06/2019,39.66,1.16,8.32,180.0,2.57,0.33
13/06/2019,37.51,0.4,10.28,271.3,2.47,0.33
14/06/2019,37.5,0.0,4.9,304.2,3.01,0.33
15/06/2019,38.14,0.01,9.0,286.6,4.3,0.33
16/06/2019,36.54,1.53,12.49,283.6,4.64,0.33
17/06/2019,34.77,1.61,14.18,266.4,4.18,0.34
18/06/2019,31.86,18.31,16.23,288.3,2.0,0.37
19/06/2019,33.26,0.0,13.72,286.8,1.74,0.37
20/06/2019,33.44,0.0,13.22,250.7,1.7,0.36
21/06/2019,34.66,0.12,11.48,303.0,1.33,0.36
22/06/2019,35.52,0.0,11.04,316.5,1.43,0.35
23/06/2019,35.86,0.53,12.88,138.4,2.04,0.35
24/06/2019,34.29,0.28,16.6,113.4,3.25,0.35
25/06/2019,34.96,0.23,16.85,273.8,1.41,0.35
26/06/2019,37.03,0.03,13.7,309.0,2.63,0.34
27/06/2019,36.46,0.26,12.4,288.2,3.39,0.34
28/06/2019,36.97,0.06,13.23,296.4,3.32,0.34
29/06/2019,37.69,0.0,12.53,283.3,2.93,0.34
30/06/2019,38.48,0.0,11.82,311.5,2.0,0.34
01/07/2019,38.14,1.3,12.42,303.2,1.31,0.34
02/07/2019,38.2,0.43,11.49,321.0,1.97,0.34
03/07/2019,36.86,6.88,13.73,132.0,1.49,0.35
04/07/2019,35.76,6.37,16.5,217.0,1.62,0.35
05/07/2019,34.77,3.98,15.98,216.9,1.33,0.35
06/07/2019,35.1,2.05,16.44,166.5,1.48,0.35
07/07/2019,33.72,12.43,18.84,141.1,1.32,0.36
08/07/2019,35.81,1.62,17.97,251.1,1.57,0.37
09/07/2019,33.36,19.64,18.97,240.6,2.3,0.39
10/07/2019,34.71,4.53,17.19,271.3,2.74,0.4
11/07/2019,34.84,11.0,17.31,271.0,2.56,0.4
12/07/2019,34.48,2.49,16.89,271.0,2.81,0.41
13/07/2019,34.18,5.79,16.85,280.2,3.24,0.41
14/07/2019,32.43,19.65,17.75,278.8,2.1,0.43
15/07/2019,31.59,19.6,19.17,188.3,1.89,0.45
16/07/2019,30.98,17.5,18.9,169.3,1.3,0.48
17/07/2019,30.06,24.73,18.85,191.4,0.82,0.51
18/07/2019,30.62,3.08,19.29,161.3,0.96,0.52
19/07/2019,32.06,0.49,19.04,165.1,1.01,0.51
20/07/2019,32.42,1.66,18.65,179.6,1.25,0.5
21/07/2019,32.55,2.78,19.35,156.2,1.44,0.5
22/07/2019,32.97,1.08,19.54,290.8,1.23,0.49
23/07/2019,33.12,6.91,19.93,309.2,1.44,0.49
24/07/2019,34.08,4.81,18.07,298.2,1.74,0.49
25/07/2019,29.53,11.94,21.33,232.9,1.87,0.51
26/07/2019,28.57,10.17,20.42,118.6,1.75,0.52
27/07/2019,28.58,16.7,20.44,115.4,3.13,0.53
28/07/2019,29.41,4.07,20.51,111.6,3.25,0.54
29/07/2019,30.61,0.25,20.73,117.3,2.98,0.53
30/07/2019,31.1,0.4,20.03,125.1,1.81,0.52
31/07/2019,30.58,1.72,19.15,144.1,1.6,0.52
01/08/2019,30.72,0.29,20.15,153.2,1.73,0.51
